painful	痛い
sharing	床
が	庌
かい	庎
し	庛
prefecture	府
てう	庣
degrees	度
seat	座
courtyard	庭
いう	庮
へい	庰
ちょう	庱
らい	庲
せき	庴
hut	庵
peace	康
庸愚	庸
しょ	庻
そう	廀
abolish	廃
かい	廆
grounds	廉
corridor	廊
conceal	廋
けい	廎
きゅう	廐
きん	廑
外廓	廓
ろう	廔
たい	廗
ろく	廘
よく	廙
ず	廚
やしき	廛
mausoleum	廟
depot	廠
eaves	廡
broad	廣
かい	廥
へき	廦
しゃう	廧
かい	廨
りょう	廫
えい	廮
ちょう	廰
れい	廲
いん	廴
extend	延
judicial or royal court	廷
てき	廸
build	建
round	廻
twenty	廾
twenty	廿
even	开
hat	弁
hide	弇
one	弌
type	式
two	弐
し	弑
pull	引
kana	弖
fluorine	弗
spread	弘
お	弙
たい	弚
loosen	弛
きょう	弜
くつ	弡
とう	弢
ふ	弣
てい	弤
管弦楽	弦
arc	弧
crossbow	弩
stop	弭
end	弰
とん	弴
stretch	張
strong	強
strong	强
pellet	弾
enough	彀
ほつ	彂
くわく	彉
strong	彊
draw	彍
bend	彎
くわく	彏
hit	当
comet	彗
tripod kettle	彝
かく	彠
three	彡
shape	形
red	彤
彦	彥
accomplish	彦
refined	彧
彩雲	彩
carve	彫
refined	彬
ほう	彭
obvious	彰
ち	彲
しゃく	彴
た	彵
きゅう	彶
しょう	彸
duty	役
おう	彺
wander about	彽
go	往
journey	徃
path	径
せい	徆
wander	徊
Chinese poetry verse	律
behind	後
ちょく	徏
slow	徐
path	徑
on foot	徒
accompany	従
そう	徖
ち	徝
induce	徠
everywhere	徧
wander	徨
restore	復
よう	徭
wait for	徯
せい	徰
benevolence	徳
しょう	徸
good	徽
grieved	忉
mourning	忌
patience	忍
about	忓
delight	忔
purpose	志
forget	忘
respond	応
てん	忝
びん	忞
loyalty	忠
ご	忢
怱	忩
pleasant	快
delighted	忭
fond	忯
たい	忲
anguish	忳
sense	念
fear	忷
instantly	忽
きょ	怇
grieve	怊
さく	怍
よう	怏
anger	怒
dreadful	怖
observant	怗
protect	怘
しょ	怚
think	思
てい	怟
neglect	怠
rejoice	怡
ふ	怤
sudden	急
nature	性
grudge	怨
mysterious	怪
ひつ	怭
きょう	怳
じゅつ	怵
endure	怺
always	恆
fear	恇
むさぼりおしむ	恈
meaning	恉
attach	恋
worry	恌
unclear	恍
fear	恐
change	恑
always	恒
きょう	恔
forgive	恕
し	恖
anger	恚
shame	恥
resent	恨
obligation	恩
nonchalant	恬
respect	恭
breath	息
えつ	恱
blessing	恵
contrary	恷
ぼう	恾
ひ	悂
悦	悅
ferocious	悍
こう	悎
dreadful	悑
ゆう	悒
けん	悓
き	悕
い	悘
enlightenment	悟
worry	患
そう	悤
satisfied	悥
joy	悦
そう	悰
とく	悳
agony	悶
かん	惂
でき	惄
emotion	情
か	惈
せん	惉
regret	惋
avaricious	惏
beguile	惑
たん	惔
てき	惕
てき	惖
sad	惙
こん	惛
all	惣
よう	惥
wretched	惨
とく	惪
thought	想
fear	惶
narrow-minded	惼
こん	惽
ぼつ	愂
ゆたか	愃
い	愇
idea	意
profligate	愓
surprised	愕
foolish	愚
perception	感
feel ashamed	愧
かく	愨
うん	愪
こう	愰
しつ	愱
でき	愵
きょう	愶
enjoy	愷
よう	愹
げん	愿
こん	慁
そう	慅
excessive	慆
courteous	慇
crow	慈
きん	慉
satisfaction	慊
voice	態
humility	慎
しょう	慞
ごう	慠
おそい	慢
used to	慣
wise	慧
rue	慨
しょう	慫
prudence	慮
しょう	慯
ばん	慲
generous	慷
けん	慻
desire	慾
ひょう	慿
りょう	憀
そう	憁
anxiety	憂
とう	憃
ち	憄
困憊	憊
へつ	憋
unfortunately	憎
sympathy	憐
lean on	憑
confused	憒
emaciate	憔
wish	憖
き	憘
た	憜
dislike	憝
indignation	憤
yearn	憧
foolish	憨
break	憩
disappointment	憮
constitution	憲
recall	憶
せん	憸
けい	憼
remorse	憾
restless	懁
うれえる	懆
earnest	懇
laziness	懈
provoking	懊
しゅん	懏
feelings	懐
りん	懔
satiated	懕
ぼう	懜
ignorant	懝
ば	懡
worry	懣
だ	懧
よう	懩
penal	懲
ざん	懴
languid	懶
fear	懼
beautiful	懿
attract	戀
pike	戈
lumber	戉
sword	戍
warrior	戎
become	成
precept	戒
か	戓
kill	戕
ぞく	戝
weapon	戟
sword	戠
victory	戡
cut	截
kill	戮
caricature	戯
ぎ	戱
ぐ	戵
door	戶
door	戸
go against	戻
ぼう	戼
tassel	房
flat	扁
lock	扂
windscreen	扆
fan	扇
door	扉
scratch	扒
throw	扔
clear out	払
entrust	托
ちょう	扚
move	扤
well	扨
turn	扭
disguise	扮
た	扯
はん	扳
assistance	扶
criticism	批
command	扼
technique	技
くるう	抂
bend	抈
gouge	抉
grasping	把
throw	投
shake	抖
hurl	抛
select	択
へい	抦
censure	抨
resist	抵
grind	抹
しん	抻
push	押
carry	担
たく	拆
thumb	拇
drag	拉
ほう	拋
beat	拍
れい	拎
だ	拏
kidnap	拐
expand	拓
extract	拔
た	拕
risk	拚
worship	拜
shinjitai	拝
broaden	拡
せん	拪
しゅう	拫
help	拯
arch	拱
きょう	拲
boxing	拳
せん	拴
そん	拵
order	拼
えい	拽
ten	拾
hold	持
しち	挃
こう	挄
finger	指
carry	挈
push	按
ろう	挊
しん	挋
こう	挍
drag	挐
challenge	挑
た	挓
pluck	挘
raise	挙
pinch	挟
horse chestnut	挧
たつ	挩
こう	挭
ろう	挵
きょく	挶
ゆう	挹
だ	挼
insert	挾
insertion	挿
かく	捁
ご	捂
きゅう	捄
tie up	捆
grasping	捉
ほう	捊
らつ	捋
八	捌
そう	捎
knead	捏
そん	捘
りょ	捛
わん	捥
discard	捨
はい	捭
put off	捱
curl	捲
ふん	捴
てん	捵
press	捺
だ	捼
せい	捿
てん	掂
clean	掃
collect	掇
extract	掊
palm	掌
repudiate	排
りょう	掕
そう	掙
hang	掛
gather	採
spy	探
ひょう	掤
よう	掦
cover	掩
night watch	掫
てん	掭
けん	掮
こう	掯
put up	掲
catch	掴
はば	掵
collide	掽
じょう	掾
select	揀
てい	揁
grind	揅
category	揆
せん	揎
lower	提
し	揓
そう	揔
strike	揕
えしゃく	揖
raise	揚
interchange	換
cover up	揜
さつ	揠
grip	握
てい	揥
しゅう	揪
とつ	揬
raise	揭
fold	揲
pull	援
けん	揵
そう	揷
さ	揸
knock	搉
しゅう	搊
seize	搏
beat	搒
pound	搗
ぬ	搙
しん	搢
seize	搤
たい	搥
けつ	搩
a carrier or transporter of things	搬
dig	搰
take	搴
おん	搵
しょう	搶
た	搽
squeeze	搾
かく	搿
よう	摇
くくる	摎
ear	摑
pluck	摘
ろく	摝
hug	摟
そう	摠
かい	摡
さ	摣
研摩	摩
pick up	摭
sincere	摯
こう	摳
ちょ	摴
rub	摺
さん	摻
throw out	摽
repel	撃
けつ	撅
へつ	撇
prop	撐
scatter	撒
economize	撙
wave	撝
correct	撟
たん	撣
raise	撩
stroke	撫
scatter	播
snapshot	撮
beat	撲
たち	撻
move	撼
こう	撽
た	撾
hold	擁
grind	擂
りょ	擄
せん	擅
chastity	操
lift up	擎
かん	擐
しょう	擑
prisoner	擒
けい	擕
へき	擗
はく	擘
きょ	據
blow one's nose	擤
らん	擥
dye	擩
よう	擪
placebo	擬
trap	擭
擱座	擱
abandon	擲
ま	擵
せん	擶
motional disturbance	擾
てき	擿
よう	攁
beckon	攉
collect	攏
けん	攓
らん	攔
さん	攛
save	攢
open	攤
disturb	攪
abduct	攫
branch	支
strike	攴
strike	攵
income	收
examine	攷
relaxed	攸
reform	改
い	攺
attack	攻
かん	攼
はん	攽
set free	放
strong	敃
deceased	故
さく	敇
じょ	敍
きょう	敎
alert	敏
しん	敐
salvation	救
ちん	敒
play	敖
loss	敗
敍	敘
teach	教
てん	敟
daring	敢
scatter	散
kindness	敦
reverence	敬
びん	敯
knock	敲
spread	敷
count	數
けい	敻
きょう	敿
tighten	斂
こう	斆
equal	斉
せい	斊
beautiful	斌
cleansing	斎
spot	斑
Big Dipper	斗
fee	料
ます	斛
go around	斡
counter	斤
axe	斧
beheading	斬
judgement	断
cut off	斮
new	新
たく	斲
きん	斳
sever	斷
direction	方
よう	斿
yak	旄
trip	旅
りゅう	旈
ふ	旉
tribe	族
ちょう	旐
りゅう	旒
national flag	旗
し	旘
military flag	旟
nothing	无
き	旡
previously	既
き	旣
morning	旦
Old Testament	旧
delicious	旨
briskness	早
rising sun	旭
かん	旰
旱魃	旱
たい	旲
く	旴
じ	时
prosper	旺
ご	旿
いん	昀
high spirited	昂
そく	昃
swarm	昆
こ	昈
bright	昉
けん	昍
dark	昏
きん	昑
once	昔
えん	昖
appear	映
けん	昡
ほつ	昢
しん	昣
early autumn	春
こう	昦
dark	昧
yesterday	昨
こん	昬
しょう	昮
し	昰
いく	昱
Pleiades	昴
intimate	昵
あい	昹
こう	昻
daytime	昼
ちょう	晀
clear	晃
clear	晄
かい	晆
proceed	晉
しつ	晊
proceed	晋
こう	晎
あん	晏
きょう	晑
かん	晗
かん	晘
しゅん	晙
evening	晚
こん	晜
せい	晟
こう	暭
dusk	暮
violent	暴
かん	暵
clear	暸
せん	暹
けい	暻
へつ	暼
き	暿
and	曁
こう	曂
morning	晨
evening	晩
たく	晫
Fuke Zen	普
vista	景
fair	晳
けい	晵
clear	晶
てい	晸
intellect	智
りょう	晾
しょう	晿
spare time	暇
light	暉
びん	暋
えつ	暍
sunlight	暐
hot	暑
warm	暖
darkness	暗
よう	暚
さ	暛
普	暜
かい	暟
こう	暤
calendar	暦
たい	曃
よう	曅
calendar	曆
cloud up	曇
とう	曈
きょう	曏
けい	曔
dark	曖
dawn	曙
twilight	曛
whitening	曝
しん	曟
wide open space	曠
じょう	曡
sun	曦
before	曩
らん	曫
がん	曮
say	曰
song	曲
drag	曳
drag	曵
かつ	曷
Ecclesiastes	書
cadet	曹
great-	曽
けつ	朅
aid	朇
have	有
friend	朋
はん	朌
clothing	服
れい	朎
crescent moon	朏
きょう	朐
I	朕
clear	朖
wish	望
とん	朜
period	期
えい	朠
ぼう	朢
dim	朦
hazy	朧
とう	朩
uncivilized	未
circumstances	末
bookstore	本
bill	札
millet	朮
じゅつ	术
vermilion	朱
はつ	朳
fern	朶
desk	机
し	朿
えぶり	杁
tub	杅
shield	杆
loquat	杇
pitchfork	杈
cedar	杉
wood	材
ladle	杓
たく	杔
てい	杕
よく	杙
careless	杜
ち	杝
bunch	束
こう	杠
paragraph	条
woodworker	杢
lumber	杣
come	来
すぎ	杦
treetop	杪
げん	杬
stake	杭
wood chips	杮
cup	杯
pinecone	松
fingerboard	板
extreme	极
とがた	枅
さじ	枇
wooden shake	枌
ふ	枎
こ	枑
coconut tree	枒
capital	枓
pillow	枕
よう	枖
apple	林
navel	枘
が	枙
fig	果
branch	枝
木	枠
masu	枡
door hinge	枢
へい	枰
い	枱
hemp	枲
construct	架
か	枷
ひいらぎ	枸
long oar	枻
table	枼
そう	枽
rudder	柂
おれたき	柆
はん	柉
holly osmanthus	柊
oak	柏
certain	某
citrus fruit	柑
seven	柒
しょう	柗
cage	柙
citron	柚
えい	柡
てい	柢
いせき	柤
investigate	查
たん	柦
かど	柧
select	柬
bear	柰
pillar	柱
brushwood	柴
fence	柵
investigate	査
Japanese spindle	柾
persimmon	柿
hemlock	栂
cork	栓
chestnut	栗
こう	栙
てん	栝
へい	栟
せつ	栨
せい	栬
じ	栭
いく	栯
large peg	栱
sumac	栲
bead tree	栴
atomic nucleus	核
root	根
ちょく	栻
status	格
farm	栽
ふく	栿
girder	桁
katsura	桂
peach	桃
きょう	框
けん	桊
たく	桌
むなしい	桍
paulownia	桐
mulberry	桑
mulberry tree	桒
けち	桔
た	桗
つい	桘
frame	桟
shelf	档
さ	桫
けい	桱
ほつ	桲
drumstick	桴
tub	桶
ろう	桹
willow	桺
しつ	桼
stick	桿
beam	梁
bar	梃
ほう	梈
おう	梎
manacles	梏
けん	梘
きょう	梜
owl	梟
companion	梠
かん	梡
treetop	梢
ash tree	梣
しょう	梥
Indian coral tree	梧
pear	梨
Indian coral tree	梯
machine	械
package	梱
joist	梲
Sanskrit	梵
foot	梺
tree	梻
とう	梼
discard	棄
へい	棅
せん	棈
cotton	棉
つえ	棍
とく	棏
はい	棑
bar	棒
ほう	棓
こん	棔
touch	棖
jujube	棗
tuberculous dactylitis	棘
れい	棙
よ	棜
こ	棝
とう	棠
pen	棥
かけはし	棧
けい	棨
えん	棪
よく	棫
bowl	棬
えき	棭
そい	棰
ろう	棱
residing	棲
plant	棵
coffin	棺
disordered	棼
ちん	棽
wooden bowl	椀
かく	椁
chair	椅
ちゅう	椆
むなしい	椌
shiitake	椎
crotch	椏
Zelkova serrata	椐
へい	椑
たく	椓
ほう	椖
てい	椗
Japanese cedar	椙
kind	椚
autumn foliage	椛
check	検
kind	椡
bottom	椢
hornbeam	椣
placename	椥
bowl	椦
kind	椨
palm tree	椰
linden	椴
か	椵
palm tree	椶
cypress	椹
えん	椻
Chinese mahogany	椿
guard	楅
じゃく	楉
こん	楎
maple	楓
wedge	楔
けん	楗
lush	楙
whip	楚
こ	楜
camphor tree	楠
elm tree	楡
oak	楢
lintel	楣
hardwood	楨
へん	楩
まど	楪
けつ	楬
work	業
paper mulberry	楮
shield	楯
ゆ	楰
い	楲
Japanese plum	楳
quindecillion	極
model	楷
えい	楹
じゅう	楺
こう	楻
building	楼
music	楽
container	楾
katsura tree	楿
むろ	榁
outline	概
elm tree	榆
placename	榊
enokitake	榎
どく	榒
betel palm	榔
paper mulberry	榖
く	榘
こう	榥
さ	榨
tree stand	榯
すぎ	榲
pomegranate	榴
footbridge	榷
たい	榸
しょう	榺
chip	榾
tray	槃
かく	槅
hammer	槌
spear	槍
Japanese plum	槑
lever	槓
certain form	様
ornamental evergreen	槙
oak	槝
しゅう	槢
えい	槥
さん	槧
generally	槩
thicket	槮
こう	槹
Zelkova	槻
basin	槽
てき	樀
music	樂
ろう	樃
fir	樅
はん	樊
gutter	樋
るい	樏
tree	樒
tower	樓
そく	樕
ろく	樚
bend	樛
pivot	樞
ぼん	樠
つた	樢
certain form	樣
せい	樨
right	権
sideways	横
live oak	樫
kind	樮
kind	樰
じ	樲
しょく	樴
unworked wood	樸
tree	樹
birch	樺
き	樻
coffin	樿
beech	橅
sleigh	橇
bridge	橋
sack	橐
うん	橒
とう	橕
とう	橖
peel	橘
bitter orange	橙
crisis	機
むね	橦
そう	橧
ず	橱
木	橳
しょう	橸
しゅ	橾
oak	橿
Indian sandalwood	檀
りん	檁
appeal	檄
きょく	檋
よく	檍
apple	檎
cork tree	檗
oar	檝
oak	檞
つ	檡
ぎ	檥
さつ	檫
たい	檯
き	檱
betel nut	檳
type	檴
lemon	檸
いん	檼
みつ	櫁
chest	櫃
かい	櫆
るい	櫐
container	櫑
watchtower	櫓
さん	櫕
りょ	櫖
surname	櫛
こう	櫜
cabinet	櫝
surname	櫤
type	櫦
trough	櫪
かい	櫰
よ	櫲
cage	櫳
せん	櫼
いん	櫽
さん	欃
handrail	欄
そう	欆
しょう	欇
れい	欐
さん	欑
lattice	欞
つき	欟
lack	欠
Europe	欧
く	欨
けき	欫
cough	欬
きつ	欯
want	欲
suck	欶
intimacy	款
discontented	欿
sip	歃
like	歆
insufficiency	歉
きょう	歊
elegant song	歌
sob	歍
てき	歒
happy	歓
き	歖
くつ	歘
meet	歙
かん	歛
えき	歝
joy	歡
stop	止
duodecillion	正
walk	步
walk	歩
bend	歪
じゅう	歮
tooth	歯
澀	歰
せい	歲
year	歳
take place	歴
さく	歵
take place	歷
return	歸
vicious	歺
death	死
ぼつ	歾
die	歿
disaster	殃
almost	殆
remainder	残
きょう	殑
よう	殗
ざん	殘
fall	殞
おつ	殟
しゅう	殠
きん	殣
さん	殩
と	殬
encoffin	殮
funerary	殯
annihilate	殲
pike	殳
hit	殴
step	段
prosperous	殷
voice	殸
えい	殹
kill	殺
shell	殻
しゅん	殾
palace	殿
break	毀
strike	毄
do not	毋
mother tongue	母
every	毎
every	每
poison	毒
comparison	比
help	毗
help	毘
cunning	毚
hair	毛
pluck	毟
せん	毡
じ	毦
urna	毫
pull out hair	毮
carpet	毯
きく	毱
ゆ	毹
scraggy	毿
そう	氉
ちょう	氎
ancient ethnic group	氐
nation	民
breath	気
xenon	氙
fluorine	氟
helium	氦
oxygen	氧
ammonia	氨
nitrogen	氮
しょう	氶
eternity	永
かん	氹
flood	氾
spring	氿
beach	汀
juice	汁
request	求
さく	汋
extensive	汎
eventide	汐
hurried	汒
nearly	汔
sweat	汗
filthy	汙
dirty	汚
stream	汜
mercury	汞
creek	江
lake	池
お	污
ぬた	汢
けん	汧
wide	汪
bend	汭
こう	汯
water	汲
へん	汳
へん	汴
ぶん	汶
ほう	汸
burst	決
こ	汻
steam	汽
ふん	汾
fertile	沃
ferry	沆
えん	沇
sink	沈
wash	沐
shoe	沓
べん	沔
ひ	沘
はん	沜
こう	沟
sink	没
marsh	沢
splash	沫
たく	沰
river	河
effluvium	沴
でい	沵
olive oil	油
govern	治
follow	沿
of course	況
wide	泂
licentious	泆
spring	泉
nights	泊
ほん	泍
ちゅつ	泏
りょく	泐
こ	泒
method	法
surging water	泙
せい	泚
cool	泠
bubble	泡
wave	波
pour	注
そう	泩
tears	泪
weep	泫
けつ	泬
disperse	泮
peaceful	泰
せい	泲
swim	泳
かん	泴
lagoon	泻
backwater	洄
ocean	洋
until	洎
さく	洓
wash	洗
こう	洚
xiao	洞
mucus	洟
Tsu	津
ばく	洦
cleanse	洮
continent	洲
alive	活
hollow	洼
こう	洽
branch	派
impure	洿
flow	流
cleanse	浄
shallow	浅
ゆう	浟
wash	浣
こう	浤
ゆう	浥
bay	浦
prosperous	浩
wave	浪
nautical mile	浬
float	浮
ご	浯
sea	海
immersed	浸
far and wide	浹
ask	浼
black soil	涅
消息	消
drool	涎
そう	涑
けん	涓
れい	涖
し	涘
tear	涙
せい	涚
wave	涛
ふう	涪
けい	涬
shore	涯
liquid	液
えん	涴
とう	涷
わ	涹
cool	涼
こん	涽
こつ	淈
drip	淋
こう	淏
graceful	淑
せい	淒
washing away	淘
tears	淚
せい	淛
てん	淟
よく	淢
pass over	淩
ripples	淪
lewd	淫
でん	淰
deep	深
pure	淳
おつ	淴
abyss	淵
blend	混
dip	淹
attach	添
ひ	渄
clear	清
thirst	渇
settle	済
ford	渉
edge	渊
shinjitai	渋
ろく	渌
scatter	渙
strand	渚
reduction	減
しゅう	渞
transit	渡
ふう	渢
moisten	渥
warm	温
か	渮
thirsty	渴
えい	渶
float	游
こう	渹
せい	渻
all	渾
てん	湉
い	湋
かい	湏
しょ	湑
しゅう	湒
wash	湔
lake	湖
ほう	湗
ほり	湟
ひょく	湢
びん	湣
sink	湮
sakura tea	湯
spring	湶
じゅん	湻
bay	湾
full	満
らつ	溂
き	溈
がい	溉
quasar	準
sudden	溘
たい	溙
collect	溜
さ	溠
overflow	溢
りつ	溧
valley	溪
lukewarm	溫
し	溮
しん	溱
うん	溳
溶解	溶
drown	溺
はん	溿
ひろい	滄
destroy	滅
てん	滇
nourishment	滋
でき	滌
ふ	滏
slippery	滑
refuse	滓
waters converging	滙
こん	滚
waterfall	滝
しゅう	滫
ひつ	滭
ひゅう	滮
drop	滴
ろ	滷
vicinity	滸
こ	滹
さん	滻
よう	滽
prohibition	漁
float	漂
がい	漄
lacquer	漆
せい	漈
きん	漌
leak	漏
pour	漑
do	演
こう	漖
しん	漘
soak	漚
とう	漛
vague	漠
ripple	漣
ripple	漪
at random	漫
soak	漬
ぼう	漭
ほう	漰
gargle	漱
しょう	漳
りょう	漻
magma	漿
そう	潀
えい	潁
けつ	潏
pour	潑
とう	潒
けい	潓
water	潘
しゅく	潚
periscope	潜
きゅう	潝
ろ	潞
lagoon	潟
とん	潡
lake	潢
そう	潨
たん	潬
tide	潮
じん	潯
burst	潰
ちょ	潴
さん	潸
さん	潺
ほ	潽
persimmon	澁
ちょう	澂
ぎょう	澆
こう	澋
うん	澐
こう	澔
undecillion	澗
curving shoreline	澚
しょう	澠
bathe	澡
swamp	澤
blocked stream	澥
れい	澧
せい	澨
irrigation ditch	澮
さん	澯
しん	澵
へき	澼
muddy	濁
しん	濅
vast	濊
moat	濠
wave	濤
し	濨
pour down	濩
overflow	濫
wash	濯
beach	濱
かつ	濶
さん	濽
ゆう	瀀
よう	瀁
えい	瀅
evacuation	瀉
てん	瀍
clear	瀏
waterfall	瀑
しょく	瀒
ちょう	瀓
けん	瀗
dropping	瀝
pool	瀞
えい	瀠
sea mist	瀣
waterfall	瀧
rapids	瀨
current	瀬
えい	瀯
えい	瀴
よく	瀷
ふう	灃
しょう	灄
せん	灊
ほう	灋
pour	灌
えん	灎
pour	灑
えん	灔
り	灕
open sea	灘
こう	灝
は	灞
しゅん	灥
えん	灧
えん	灩
light	灮
ashes	灰
りょう	灵
さい	灾
けい	炅
ぶん	炆
furnace	炉
けい	炔
きん	炘
roast	炙
よう	炛
illumine	炤
shine	炫
torch	炬
coal	炭
light	炯
burn	炰
clear	炳
よう	炴
explosion	炸
pressure point	点
do	為
かん	烉
よう	烊
こう	烋
squid	烏
よう	烑
えい	烓
けつ	烕
こう	烘
many	烝
light	烱
boil	烹
こう	烺
aroma	焄
こく	焅
えつ	焆
しゅん	焌
きょく	焏
こん	焜
とん	焞
anneal	焠
nothing	無
char	焦
ぜつ	焫
けい	焭
こん	焮
しゃく	焯
flame	焰
flame	焱
coincidence	然
こ	焸
しょう	焻
sukiyaki	焼
stove	煁
たん	煅
き	煇
brick	煉
けん	煊
せい	煋
bright	煌
えい	煐
しゃ	煑
glowing	煒
き	煕
warm	煖
tobacco	煙
けい	煚
いく	煜
fry	煠
soot	煤
shine	煥
warm	煦
わい	煨
boil	煮
こう	煹
fan	煽
よう	熀
cessation	熄
うん	熅
bake	熇
shine	熈
bear	熊
せん	熌
smoke	熏
luminous	熒
melt	熔
cannon	熕
bright	熙
ひつ	熚
blaze	熛
ゆう	熠
ろう	熡
ほう	熢
flatiron	熨
parch	熬
ぜん	熯
heat	熱
けい	熲
まん	熳
き	熺
こう	熿
せん	燀
bright	燁
とん	燉
scorch	燋
ふん	燌
bonfire	燎
ignis fatuus	燐
ふん	燓
swallow	燕
しん	燖
とう	燙
いつ	燚
もん	燜
embers	燠
dry	燥
lustrous	燦
blaze	燬
moderate	燮
わい	燰
foot warmer	燵
じゅ	燸
wildfire	燹
smoulder	燻
とう	燾
bomb	爆
ぜつ	爇
りょ	爈
ろう	爉
flame	爓
よう	爗
inflamed	爛
torch	爝
かん	爟
らん	爤
boil	爨
nail	爪
つめかんむり	爫
掻爬	爬
しょう	爯
therefore	爰
peerage	爵
old man	爺
こう	爻
