dictionary	woordenboek
business world	zakenwereld
rocky island	rotseiland
duffel coat	jopper
juxtaposition	juxtapositie
shivery	huiverig
javelin thrower	speerwerper
fallible	feilbaar
fallibility	feilbaarheid
infallibility	onfeilbaarheid
anxiety disorder	angststoornis
sponge	badspons
bay leaf	lauwerblad
knuckle duster	boksbeugel
internet	internetsite
common linnet	heikneuter
marinate	marineren
South Holland	Wassenaar
protective covering	mondkap
viral	viraal
expiatory offer	zoenoffer
summary	standrechtelijk
economy	anderhalvemetereconomie
antiviral medication	virusremmer
host cell	gastheercel
amateur sports	amateursport
home study	thuisstudie
cultivate	stinzenplant
fortified stone house	stins
drainage	uitwatering
steam	stoomgemaal
negotiable	bespreekbaar
punk rock	punkrock
historicity	historiciteit
poker player	pokeraar
knight	ridderzwaard
oedema	oedeem
hunger oedema	hongeroedeem
brand clothing	merkkleding
extracellular	extracellulair
airway	luchtweg
stab	steekincident
stay	thuisblijver
fatality	sterfgeval
warning shot	waarschuwingsschot
culture	bonuscultuur
shareholder meeting	aandeelhoudersvergadering
professional sportsperson	dopingzondaar
chess master	schaakmeester
machine-gun post	mitrailleursnest
vacuum	machtsvacuüm
tennis ball cannon	tennisballenkanon
hurricane season	orkaanseizoen
female executive	topvrouw
construction market	bouwmarkt
city state	stadstaat
vegetable farmer	warmoezier
willow tit	matkop
marsh tit	glanskop
green woodpecker	groene specht
general practice	huisartsenpraktijk
cough	hoestbui
robotic arm	robotarm
opium smoker	amfioenschuiver
opium	amfioen
heat	zopie
expansion	stadsuitleg
shamash	sjammes
expansion set	uitbreidingspakket
blood cancer	bloedkanker
radio astronomy	radiosterrenkunde
dog whelk	purperslak
purple heron	purperreiger
bottom	onderin
top	bovenin
cough	rokerskuch
snowdrop	sneeuwklok
star-of-Bethlehem	vogelmelk
sidewalk chalk	stoepkrijt
draw	stoepkrijten
thatcher	rietdekker
basilar skull fracture	schedelbasisfractuur
Shi'a Islam	sjiisme
sex slave	seksslavin
comfort woman	troostmeisje
white fabric	witgoed
fast start	pikstart
trail	olifantenpad
internet connection	internetverbinding
shoot down	neerhalen
wieldable	hanteerbaar
deburr	ontbramen
unpack	ontpakken
susceptible	fraudegevoelig
Internet Protocol	internetprotocol
annoyed	ontstichten
dial up	inbellen
crap	kut met peren
telekinetic	telekinetisch
through	doormidden
elver	glasaal
witness testimony	getuigenverklaring
dogfight	hondengevecht
Internet source provider	internetprovider
unit	vlaktemaat
unit	lengtemaat
lower jaw	kinnebak
Internet forum	internetforum
garden path	tuinpad
fishing line	vislijn
transgenic	transgeen
root canal	wortelkanaal
bedtime	bedtijd
rosebed	rozenbed
time limit	tijdslimiet
sacrifice	reinigingsoffer
Uzbek	Oezbeek
fauna	dierenwereld
torque wrench	momentsleutel
organ	orgaandonor
organ	donororgaan
blood donor	bloeddonor
cupbearer	schenker
DDoS attack	ddos-aanval
excess mortality	oversterfte
Smith	Smid
torture instrument	martelwerktuig
dialling tone	kiestoon
coalman	kolenboer
rocket launcher	raketwerper
rocket shield	raketschild
rocket scientist	raketgeleerde
nuclear missile	kernraket
thruster	stuwraket
rocket base	raketbasis
rocket attack	raketaanval
rocket fuel	raketbrandstof
light	vlieboot
knowledge	talenkennis
coffee grounds	koffieprut
Hesychast	hesychast
carwash	wasstraat
car wash	autowasstraat
simultaneous chess	simultaanschaak
sanitary	sanitair
theft	zetelroof
Dervish	derwisj
fool	neppen
rehabilitate	revalideren
rehabilitation	revalidatie
intubate	intuberen
intubation	intubatie
war memorial	oorlogsmonument
magic lantern	toverlantaarn
soiled nappy	poepluier
bird droppings	vogelpoep
cruise missile	kruisraket
laughing stock	pispaal
fax number	faxnummer
Dutch adolescent	kakker
reed belt	rietkraag
Rhesus factor	resusfactor
photobomb	fotobom
rhesus macaque	resusaap
garden plant	tuinplant
planter	plantenbak
vaccinate	vaccineren
vaccine	entstof
hang	hangplant
roadside	wegrestaurant
garden tool	tuingereedschap
postal address	postadres
postal article	poststuk
post horn	posthoorn
riparian forest	ooibos
postal service	postdienst
dust mask	stofmasker
duster	stofdoek
umlaut factor	umlautsfactor
submarine fleet	onderzeebootvloot
Britain	Brittannië
neighbourly dispute	burenruzie
slide projector	diaprojector
slide	diapositief
colour slide	kleurendia
colour slide	kleurendiapositief
colour television	kleuren-tv
deaf-mute	doofstom
colour scheme	kleurenschema
character trait	karaktertrek
fatty residue	kruitslijm
dustfree	stofvrij
slideshow presentation	diapresentatie
cross-reference	kruisverwijzing
moving box	verhuisdoos
gun	schietgeweer
eleven	gekkengetal
preheat	voorverwarmen
Turnicidae	vechtkwartel
smock frock	boezeroen
land reclamation	landaanwinning
knightly manor	ridderhofstad
Leiden	Leiderdorp
councillor	raadslid
chivalric	riddermatig
air traffic	luchtvaartverkeer
traffic rule	verkeersregel
Dievoort	Dievoet
van	Dievoort
village chief	dorpshoofd
village square	dorpsplein
village community	dorpsgemeenschap
village street	dorpsstraat
village view	dorpsgezicht
mountain village	bergdorp
village	geboortedorp
linear	lintdorp
bride	bruidssluier
customs union	douane-unie
gilding	verguldsel
gild	vergulden
pillbox	pillendoos
shoebox	schoenendoos
cigar box	sigarendoos
cakebox	taartdoos
box	kijkdoos
privy	poepdoos
stark naked	moedernaakt
multimedia library	mediatheek
decision	de knoop doorhakken
paddle	pootjebaden
grassroots democracy	basisdemocratie
beginner's luck	beginnersgeluk
electrocardiogram	elektrocardiogram
grassroots democracy	basisdemocratisch
electrocardiogram	hartfilm
ophthalmological	oogheelkundig
tutelary deity	beschermgod
tutelary goddess	beschermgodin
livestream	livestreamen
truss bridge	vakwerkbrug
timber	vakwerkhuis
winged word	gevleugeld woord
craftswoman	vakvrouw
tomato purée	tomatenpuree
puppet army	marionettenleger
puppet state	marionettenstaat
language contact	taalcontact
photogenic	fotogeniek
hail	kogelregen
festive contest	landjuweel
table silver	tafelzilver
traffic accident	verkeersongeluk
traffic accident	verkeersongeval
unified language	eenheidstaal
calligraph	kalligraferen
calligraph	schoonschrijven
tow away	wegslepen
unitary state	eenheidsstaat
toll bridge	tolbrug
temporary occupation	antikraak
emergency fund	noodfonds
shot put	kogelstoten
dike	stuifdijk
drift	stuifsneeuw
pollinate	bestuiven
ring dike	ringdijk
surveyor	landmeter
sawblade	zaagblad
apnoea	apneu
reading room	leeszaal
pumphouse	Cruquius
area code	netnummer
further education	vervolgonderwijs
postage stamp collection	postzegelverzameling
runny nose	loopneus
snorkeller	snorkelaar
inferiority complex	inferioriteitscomplex
superiority complex	meerderwaardigheidscomplex
superiority	meerderwaardigheid
superior	meerderwaardig
block	betonblok
drawer	bestekla
aftercare	nazorg
aforementioned	desbetreffend
dike	wierdijk
household waste recycling centre	milieustraat
bee	slobkousbij
loosestrife	wederik
neighborhood bikeway	fietsstraat
litmus	lakmoes
cattle grid	wildrooster
cattle grid	veerooster
absolution	absolutie
hair dye	haarverf
administration	administratie
abstraction	abstractie
manage	administreren
bitch	takkewijf
addictive	addictief
acrobatic	acrobatisch
acrobatics	acrobatiek
activation	activatie
Amsterdam	Pampus
external flotation device	scheepskameel
cook	scheepskok
seaworthy ship	zeeschip
motorised ship	motorschip
Amsterdam	Buiksloot
Noordhollandsch Kanaal	Watergang
Noordhollandsch Kanaal	Ilpendam
Noordhollandsch Kanaal	Koedijk
Zaanstad	Zaanstreek
mink farm	nertsenfokkerij
mink farmer	nertsenfokker
farm	fokkerij
wall	wierriem
Vlieland	Eierland
packing slip	pakbon
undo poldering	ontpolderen
guy	tist
hayland	hooiland
allotment	volkstuin
gardener	volkstuinder
rural festive contest	haagspel
slime mould	slijmzwam
custard	klappertaart
boozer	zatlap
provosty	proosdij
incestuous	incestueus
game	trekbiljart
main office	hoofdbureau
historian	geschiedschrijver
Pentecost Sunday	pinksterdag
university library	universiteitsbibliotheek
school library	schoolbibliotheek
chain	ambtsketen
arrange alphabetically	alfabetiseren
amend	amenderen
emend	emenderen
ancestral altar	voorouderaltaar
home altar	huisaltaar
meat processing	vleesverwerking
disembowel	ontweien
brent goose	rotgans
Egyptian goose	nijlgans
Enkhuizen	Lutjebroek
slip	ontslippen
Flevoland	Drontermeer
chamber	rederijkerskamer
ice-skating rink	ijsbaan
corrode	inbijten
illusory	illusoir
absolutely impossible	godsonmogelijk
cathedral school	kathedraalschool
license plate	nummerplaat
surface water	oppervlaktewater
celestial mechanics	hemelmechanica
quantum mechanics	kwantummechanica
pamphleteer	pamflettist
nonaggression pact	niet-aanvalsverdrag
armoured cruiser	pantserkruiser
cruiser	kruiser
Sunday rest	zondagsrust
work	werkuur
vertebra	ruggenwervel
sing	zangleraar
schoolteacher	schooljuf
sing	zanglerares
The Hague	Voorburg
Voorburg	Leidschendam
The Hague	Rijswijk
Groningen	Groninger
Frisian	Ommelanden
Delft	Delfts
Moabite	Moabiet
Moabite	Moabitisch
Zwolle	Zwols
wheelchair	rolstoelafhankelijk
accessible	rolstoeltoegankelijk
Enschede	Hengelo
radiation	radiostraling
meridian circle	meridiaankijker
stain	beits
astronomical telescope	sterrenkijker
meridian	meridiaan
prime meridian	nulmeridiaan
vanilla sugar	vanillesuiker
subject matter	leerstof
culmination	culminatie
meridian	lengtecirkel
electoral fraud	verkiezingsfraude
identity fraud	identiteitsfraude
sole	schoenzool
police violence	politiegeweld
dried fish	droogvis
academic chair	leerstoel
notarial	notarieel
provincial border	provinciegrens
municipal boundary	gemeentegrens
Driebergen	Driebergen-Rijsenburg
retractable float	vlotbrug
purchase	inkoop
bodily cavity	lichaamsholte
etch	etsnaald
pine needle	dennennaald
maintain	aquaristiek
aquaristic	aquaristisch
conciliarism	conciliarisme
conciliarist	conciliaristisch
reform	reformeren
peony	pioenroos
compass rose	windroos
wood anemone	bosanemoon
compass rose	windkruis
sea anemone	zeeanemoon
anthozoan	bloemdier
coelenterate	holtedier
mosquito bite	muggenbult
fortified town	vestingstad
mystic	mystiek
Congregationalism	congregationalisme
Congregationalist	congregationalistisch
sacrum	heiligbeen
church council	kerkvergadering
sensationalist	sensatiebelust
theocracy	theocratie
theocratic	theocratisch
theocrat	theocraat
double monster	dubbelmonster
symbiote	symbioot
sensational	sensationeel
crane fly	langpootmug
open-minded	ruimdenkend
earthshattering	wereldschokkend
news overview	nieuwsoverzicht
actuality	actualiteit
rifle shot	geweerschot
bicycle pump	fietspomp
hunting jargon	jagerslatijn
sow seed	inzaaien
mourn	rouwkaart
antenatal	prenataal
postnatal	postnataal
graze	schampen
dairy factory	zuivelfabriek
myoma	myoom
ban	uitgaansverbod
plunder	plundertocht
pillager	plunderaar
poach	strooptocht
railway line	spoorlijn
double track	dubbelspoor
single track	enkelspoor
oak processionary caterpillar	eikenprocessierups
processionary caterpillar	processierups
Thaumetopoeidae	processievlinder
ball	herculesslag
horizontal bar	rekstok
match	bekerwedstrijd
match	bekerfinale
cold	waterkou
cold	waterkoud
hospital ward	ziekenhuisafdeling
cultivate	akkerbouwer
nest	broedplaats
animal behaviour	diergedrag
poaching	stroperij
whisker	snorhaar
allergologist	allergoloog
allergological	allergologisch
infectious disease	infectieziekte
food allergy	voedselallergie
woman	kankerwijf
vegan substitute	kaasvervanger
vegetarian	visvervanger
microwave meal	magnetronmaaltijd
place	aanbiedplaats
ball	vangbal
piece	bergmeubel
pedal car	trapauto
unsaleable	onverkoopbaar
irreplacable	onvervangbaar
irresistible	onweerstaanbaar
indivisible	onverdeelbaar
unsusceptible	onvatbaar
unchangeable	onveranderbaar
inextinguishable	onuitblusbaar
unpronounceable	onuitspreekbaar
ineradicable	onuitroeibaar
impossible	onuitvoerbaar
depilatory	ontharingsmiddel
newspaper cutting	krantenknipsel
electoral loss	verkiezingsnederlaag
spectacled	gebrild
fiendish trick	fieltenstreek
honorary title	eretitel
coffee plantation	koffieplantage
coffee planter	koffieplanter
milk	koffiemelk
cream	koffieroom
coffee	koffieleut
coffee grinder	koffiemolen
infinitesimal	infinitesimaal
infinitesimal calculus	infinitesimaalrekening
carbonated water	spuitwater
carbonated water	prikwater
fizzy drink	priklimonade
status symbol	statussymbool
white willow	schietwilg
prolific curser	vloekbeest
fish intestines	visgrom
unchristian	onchristelijk
man-eater	menseneter
bodysnatching	lijkroof
sphere of influence	invloedssfeer
music of the spheres	harmonie der sferen
sphere	hemelsfeer
atmospheric lighting	sfeerverlichting
sphere	machtssfeer
commemoration coin	gedenkpenning
misanthrope	mensenhater
philanthropist	mensenvriend
greenhouse agriculture	glastuinbouw
agricultural business	glastuinderij
farmer	glastuinder
greenhouse agriculture	glascultuur
greenhouse agriculture	glasteelt
tiller	glasteler
combat unit	gevechtseenheid
combat pilot	gevechtsvlieger
inhabitant	paalbewoner
prehistoric human	oermens
mephitic	mefitisch
polder	meerpolder
multiple-choice test	meerkeuzetoets
section	kanaalpand
electric boat	fluisterboot
nigger	roetmop
suspension	rijontzegging
introitus	introïtus
hull	scheepsromp
merchant	handelsschip
river ship	rivierschip
supply ship	voorraadschip
cargo	scheepsvracht
port village	havendorp
walk away	weglopen
history	wetenschapsgeschiedenis
Pan-Germanist	pangermanist
Pan-Germanist	pangermanistisch
politically conservative	moderaat
character flaw	karakterfout
spelling error	spellingsfout
character sketch	karakterschets
magazine file	tijdschriftencassette
girlish	meisjesachtig
neopaganism	neopaganisme
military poison gas	strijdgas
pepper spray	pepperspray
travertine	travertijn
cap	bierdop
bottle cap	flessendop
imperial crown	keizerskroon
swim	rugzwemmen
engage	internetbankieren
bank	bankieren
ten thousand	tienduizendtal
airliner	lijnvliegtuig
wood store yard	houttuin
travertine	travertijnsteen
electric boat	elektroboot
sound card	geluidskaart
aeroplane hijacking	vliegtuigkaping
aeroplane hijacker	vliegtuigkaper
flower wreath	bloemenkrans
lay devotion	lekenvroomheid
weapon	stootwapen
rider	meharist
military chaplain	veldprediker
attack plan	aanvalsplan
undercarriage	onderstel
press event	persmoment
credulous	goedgelovig
wave pool	golfslagbad
paddling pool	poedelbad
rickety	krakkemikkig
bifurcation	tweedeling
scientific terminology	wetenschapstaal
reputational damage	imagoschade
espionage airplane	spionagevliegtuig
emergency landing	noodlanding
degradation	verloedering
duodenum	twaalfvingerige darm
unqualified	onbevoegd
thankful	erkentelijk
course	leergang
ball bearing	kogellager
oxygen	zuurstofarm
oxygen molecule	zuurstofmolecuul
oxygen cylinder	zuurstoffles
central midfielder	mid-mid
emulsify	smeltzout
demonic	demonisch
demon	demoon
viscountess	burggravin
Bundestag	Bondsdag
brave	kranig
lift	opbeuren
effervesce	opbruisen
curate	kapelaan
malt	mouten
maltster	mouter
binnacle	kompashuisje
molecular	moleculair
parishioner	parochiaan
night shift	nachtdienst
fur animal	pelsdier
global news	wereldnieuws
village	terpdorp
nudist	nudistisch
naturist	naturistisch
excellent	supermerk
downpour	hoosbui
poof	pisnicht
USB cable	USB-kabel
camp	relnicht
homo	ruigpoot
leg	stoelpoot
paw print	pootafdruk
programmable	programmeerbaar
have butterflies in one's stomach	vlinders in de buik hebben
hunger striker	hongerstaker
blade of grass	grashalm
civic virtue	burgerdeugd
civic duty	burgerplicht
oddity	buitenissigheid
middle class	burgerstand
juice	heulsap
progeny	nakroost
chain rule	kettingregel
electorate	keurvorstendom
margrave	markgraaf
chatelaine	burchtvrouw
castellan	burchtheer
rustic	buitenman
trumpet player	trompetter
barwoman	kasteleines
beauty salon	schoonheidssalon
common thread	rode draad
red	roodbont
iron wire	ijzerdraad
black swan	zwarte zwaan
chosen	uitverkoren
substitute	invaller
jar	stopfles
unpunished	straffeloos
plot	kaveling
punishment	vrijheidsstraf
hypocentre	hypocentrum
hypocentre	aardbevingshaard
hypocentre	bevingshaard
masking tape	afplakband
mask	afplakken
prizefighter	prijsvechter
choir screen	koorhek
army doctor	legerarts
short	kattebel
craphouse	kakhuis
private	privaat
circular saw	cirkelzaag
camera surveillance	cameratoezicht
clumsy	heaumeau
incontinence nappy	incontinentieluier
stairlift	traplift
stair safety gate	traphek
municipal public works	gemeentewerken
biker gang	motorbende
gang war	bendeoorlog
incubation period	incubatietijd
incubation	incubatie
street race	straatrace
street racer	straatracer
wheelchair lift	rolstoellift
wheelchair user	rolstoelgebruiker
violent crime	geweldsmisdrijf
privy	gemakhuis
shell	schelpenpad
sophist	drogredenaar
grocery store	komenijswinkel
grocery store	komenij
grocery store	kruidenierswinkel
street sweeper	straatveger
teabag	theezak
pyrope	pyroop
turkey egg	kalkoenenei
horned livestock	hoornvee
break	overtreder
hospital ship	hospitaalschip
hospital train	hospitaaltrein
noble boy	edelknaap
livestock animal	hoornbeest
mail	fonopost
torture chamber	martelkamer
horned animal	hoorndier
cuckold	hoorndrager
torture chamber	folterkamer
immature	onvolwassen
auxiliary bishop	koorbisschop
auxiliary bishop	wijbisschop
auxiliary bishop	hulpbisschop
historical fabrication	geschiedvervalsing
solar year	zonnejaar
reputational damage	reputatieschade
steam turbine	stoomturbine
motorcycle	stoomfiets
steam locomotive	stoompaard
load time	laadtijd
strawberry	glasaardbei
requirement	opruimplicht
viola da gamba	knieviool
gallstone	galsteen
class justice	klassenjustitie
area	losloopgebied
steam boiler	stoomketel
steamboat service	stoombootdienst
steamboat company	stoombootmaatschappij
unaccountable	ontoerekeningsvatbaarheid
child	bliklopen
defence	defensie
gadwall	krakeend
mufti	moefti
scream	vossengeschreeuw
residence	doorzonwoning
embarrassing	in zijn hemd staan
