dog	犬
pointily	주뼛주뼛
similarity	닮음
trophy	트로피
emotion	복받치다
Exodus	탈출기
Deuteronomy	신명기
Acts of the Apostles	사도행전
Leviticus	레위기
Ecclesiasticus	집회서
bishop	주교
nun	수녀
Mass	미사
velociraptor	벨로키랍토르
triceratops	트리케라톱스
brachiosaurus	브라키오사우루스
Numbers	민수기
요한	요한 묵시록
마카베오기	마카베오기 상권
Augustus	아우구스투스
Nero	네로
Constantinus	콘스탄티누스
Theodosius	테오도시우스
grain	깨알
moisture	습기
Ecumenical Patriarch	세계 총대주교
Antioch	안티오키아
priest	사제
deacon	부제
cardinal	추기경
archbishop	대주교
Lord	천주
Catholic Church	천주교
Eucharist	성체성사
Eucharist	성체
Holy Communion	영성체
그리스도	그리스도의 적
beatific vision	지복직관
ecclesiology	교회론
God the Father	성부
pope	성하
God the Son	성자
Holy Spirit	성신
Christianity	그리스도교
crucifix	십자고상
Uranus	우라누스
Aphrodite	아프로디테
Athena	아테나
Hades	하데스
Hera	헤라
Titan	티탄
Poseidon	포세이돈
Demeter	데메테르
Hestia	헤스티아
Apollo	아폴론
Artemis	아르테미스
Hermes	헤르메스
Hephaestus	헤파이스토스
mitre	주교관
Yahweh	야훼
The Lord	주님
Eucharist	聖體
sacrament	성사
Society of Jesus	예수회
Caesar	카이사르
Tiberius	티베리우스
Byzantine Empire	비잔티움 제국
Bosporus	비잔티움
Roman Empire	로마 제국
Holy Roman Empire	신성 로마 제국
Nicaea	니케아
dispel	구마
Michael	미카엘
Gabriel	가브리엘
Raphael	라파엘
Abraham	아브라함
Isaac	이사악
Peter	베드로
Paul	바오로
do	自由奔放
Cain	카인
Abel	아벨
Melchizedek	멜키체덱
Jacob	야곱
Stephen	스테파노
Solomon	솔로몬
David	다윗
Matthew	마태오
Luke	루카
Mark	마르코
Andrew	안드레아
Moses	모세
John	요한
Aaron	아론
Isaiah	이사야
Matthias	마티아
Noah	노아
Thomas	토마스
Saul	사울
Baal	바알
Immanuel	임마누엘
tin	朱錫
idea	生覺
coriander	샹차이
boiled	물만두
steamed	찐만두
pan-fried	군만두
overwhelm	壓倒
Chinese	중국집
overwhelm	압도하다
monitor lizard	왕도마뱀
marmalade	마멀레이드
restore	되돌리다
run	뛰어가다
locked up	갇히다
meet	마주치다
describe	묘사하다
complete	완성하다
open	개방하다
playground	놀이터
white	하얀색
surgery	외과
eighty	팔십
substitute	갈음하다
busy	분주하다
unnecessary	쓸데없다
use	쓸데
fry	튀기다
incomplete	불완전하다
supplement	보충하다
broadcast	방송하다
history	력사
fifty	오십
seventy	칠십
convenience	편의
element	원소
archdiocese	대교구
diocese	교구
report	보고하다
regnal name	尊號
republic	민국
樂團	모란봉
lie	거짓말하다
emoji	이모지
high	초고속
衰退하다	쇠퇴하다
connection	접속
clairvoyance	천리안
唯一	유일
fried egg	달걀 프라이
plug-in	플러그인
six	六大州
육	륙
육십	륙십
kaiju	괴수
terrible	끔찍하다
commute	출퇴근하다
commute	통근하다
look	풍
own	소유하다
buchimgae	부침개
kimchi	김치전
Zurich	취리히
Munich	뮌헨
ice hockey	아이스하키
Canadian football	캐나디안 풋볼
Cretaceous	백악기
thirst	갈증
worker	일꾼
worker	일군
send	부치다
encircled	싸이다
mumblingly	중얼중얼
subtly	슬슬
secretly	살금살금
snowboard	스노보드
Hollywood	할리우드
investigation	취조
offensive	공격전
chat	한담
brother-in-law	시숙
brother-in-law	시동생
cooking	료리
broker	중개인
barber	이발사
Southeast Asia	동남아시아
southeast	동남
southwest	서남
northeast	북동
northwest	북서
calendar	카렌더
dossier	일건서류
brine	간물
lease	임대
crescent	초승달
iguana	이구아나
grocery	食料品店
grocery	식료품점
guess	추측하다
supposition	추측
constitution	체질
neologism	신조어
silver	백은
lampshade	燈皮
troublemaker	말썽꾸러기
pond	연못
break	깨트리다
break	부러뜨리다
thirst	목마름
hanja	음독
semantic	훈독
urea	뇨소
agreement	합의
summit	정상회담
summit	수뇌상봉
cellophane	셀로판
bedsheet	홑이불
stratus	層雲
nation	一國
denuclearization	非核化
denuclearization	비핵화
shock	쇼크
therapy	요법
therapy	료법
fame	高名
good	양우
royal family	왕실
royal family	왕가
seek	추구하다
heart	心魂
completion	結了
fancam	직캠
pelvis	골반
escape	도망치다
Bolshevik	볼셰비키
mobile phone	손전화
People's Republic of China	중공
body hair	체모
try	시험하다
succession	承繼
reference	참고
local	파출소
local	지구대
firefighter	消防官
newspaper	시보
oligarch	과두
drop	하락하다
fall	낙하하다
summit	수뇌회담
summit	서밋
acquire	획득하다
poor	拙作
videotape	비디오테이프
north wind	北風
abusive	罵倒
meme	밈
recording	녹음
way	말솜씨
admiral	제독
closet	반침
armoury	兵器廠
armoury	병기창
embryo	배아
armoury	무기고
armoury	병기고
quark	크바르크
branch	語派
branch	어파
opening	개관식
archaism	옛말
old Hangul	옛한글
Germanic	게르만
Romance	로망스
small	후식
mausoleum	영묘
merry-go-round	회전목마
leave	가만두다
slug	민달팽이
correct	正答
chorus	합창
imam	이맘
changeroom	탈의실
corridor	複道
limitlessness	무진장
slow	徐行
mouth	食口
mixture	짬뽕
extension	확장
parchment	양피지
hymn	찬가
hymn	성가
tram	트램
이탄	泥炭
heart	충심
condolence	애도
condolence	조의
app	앱
classical	고전적
Turkic	튀르크
mucus	점액
bookmark	북마크
bookmark	서표
wool	털실
crooked	비뚤다
become	비뚤어지다
dictation	받아쓰기
generous	관대하다
one	속속
to the core	속속들이
discipline	징계
self-control	자제
cheap	눅다
maize	강냉이
post office	우펀국
cultivation	敎養
cultivation	교양
tractor	트랙터
topic	쩨마
stocking	스터킹
shutter	셔터
shutter	샤타
curve	커브
curve	카브
Poland	뽈스까
poetry	詩文
castle	城廓
snake	꽃뱀
diligence	근면
sincerity	성실
bump	부딪히다
cool	식히다
twist	찡그리다
hang	매달다
heat	달구다
promote	증진하다
rinse	헹구다
open	펼치다
allowance	급여
negotiation	협상
sale	매출
presentation	프레젠테이션
task	과업
sweatsuit	추리닝
save	간직하다
make up	지어내다
hackneyed	진부하다
resist	반항하다
absentminded	멍하다
input	입력
IME	입력기
input method	입력 방법
Windows	윈도우
Windows	윈도
International Phonetic Alphabet	국제 음성 기호
Chinese character	이체자
sprinkler	스프링클러
repetition	되풀이
application	응용
slander	험담
to one's heart's content	실컷
weakness	약점
cigar	엽궐련
pronunciation	字音
concentration	기합
successor	후계자
colon	쌍점
session	회기
question mark	물음표
surprise	놀라움
patience	참을성
patience	인내
exclamation mark	느낌표
physiology	생리학
pathology	병리학
ethics	윤리학
cytology	세포학
accounting	회계학
tourism	관광학
public administration	행정학
statistics	통계학
law	법학
geology	지질학
lecture hall	강당
changing	전학
Ishmael	이스마엘
middle school	여고생
university	여대생
teacher	교탁
Balhae	발해
temporary	휴학
withdraw	퇴학
Odin	오딘
Thor	토르
Loki	로키
Ragnarok	라그나로크
Mjollnir	묠니르
mercy	자비
escape	탈출
butcher	푸주한
antonym	반대어
反義語	반의어
同義語	동의어
synonym	유의어
harvest	수확
consent	허락
allow	허락하다
artificiality	인공
let	임대하다
jackhammer	착암기
radioactivity	방사능
pursuit	추구
spectrum	스펙트럼
diligent	근면하다
ambition	야망
ambition	야심
Korean	조센징
fellatio	펠라티오
hood	후드
refreshment	다과
excitement	흥분
obesity	肥滿
pride	자랑
clear	청천
shortening	준말
vinylon	비날론
other than	-밖에
trot	트로트
experience points	경험치
contribution	기부
decide	확정하다
plain	평야
program	프로그람
purchase	구매
welcome	환영하다
plateau	고지
commit suicide	자살하다
vaccine	왁찐
월드	월드컵
evangelist	전도사
evangelist	傳道師
scab	딱지
ego	자아
infinitive	부정사
prefix	접두사
invader	침략자
love letter	연애편지
butcher	정육점
leap year	윤년
bending	나근나근
human nature	人之常情
full name	풀네임
soon	조만간
unmarried	독신
clown	광대
readily	기꺼이
zucchini	주키니
shooting	銃殺
watch out	주의하다
independence	독립성
rustling	바삭바삭하다
inflation	인플레이션
accusation	고발
oblast	오블라스티
guard	위병
fondle	어르다
caress	애무하다
baseball player	야구 선수
pedestrian	육교
assurance	보증
spice	향신료
anatomical	水晶體
mung bean sprouts	숙주나물
severity	苛酷
rice cake	그림의 떡
eszett	에스체트
notice	통지
cowardice	비겁
participle	분사
guardian angel	守護天使
slightly	짭짤하다
umami	감칠맛
wise	현명하다
beneficial	이롭다
conviction	확신
praise	찬사
condemn	비난하다
kancho	똥침
assistant	조수
corporate	법인
crossbreed	잡종
Democrat	民主黨人
hanja	부수
parallel	평행
pleasant	유쾌하다
pleasure	쾌락
pleasure	환락
Daegu	대프리카
idiom	숙어
anatta	無我
threaten	위협하다
threaten	협박하다
두	㪳
어	㫈
careful	신중하다
quality	방탄
Chollima	천리마
partisan	빨찌산
vowel harmony	母音調和
just	공정하다
masturbate	수음하다
innocence	무죄
guilt	유죄
equal	동등하다
shooting	射出
locomotive	기관차
steamship	증기선
motor	原動機
joint	관절
online	커뮤니티
community	공동체
전화	전화를 걸다
statelessness	無國籍
canvas	캔버스
conceit	자만
arrogance	교만
carriage	御者
strike	파업
constipation	변비
well	글쎄요
small	잔소리
sickening	역겹다
discuss	논하다
pledge	맹세
heir	상속인
vice	악습
vice	죄악
talent	재능
versatility	多才
proposition	건의
suggest	제의하다
editor	편집자
ability	集中力
strong	꿋꿋하다
leash	가죽끈
explorer	탐험가
leader	통솔자
additive	첨가물
glutinous rice	찰밥
dot	방점
revival	부활
mink	밍크
sewer	하수도
trillion	萬億
trillion	만억
pastor	監牧
span	뼘
struggle	奮鬪
advantage	이점
fossil	화석
reminiscence	회상
revision	복습
incarnation	화신
North Korea	정일봉
joy	애환
city	市議會
city	市議員
green	풋사과
roof tile	기와
invincibility	不敗
main	주요하다
liberate	해방하다
inevitable	어찌하다
note	음표
dream	돼지꿈
plague	페스트
epidemic	유행병
white paper	白書
steering wheel	핸들
steering wheel	운전대
steering wheel	스티어링 휠
honest	정직하다
flight data recorder	비행기록장치
trust	트러스트
trust	신뢰
trust	신뢰하다
trust	신임하다
trust	신임
immunity	면역
seminar	세미나
grant	부여하다
jump up	날뛰다
peckish	출출하다
refuse	물리치다
stem	어간
omniscience	全知
contact details	連絡處
suspect	용의자
Canadian dollar	캐나다 달러
sympathy	동정
woman	우먼
personal name	𰜩
walking	보행
walking	걷기
aspect	양상
mode	모드
werewolf	늑대인간
mess	엉망
complete	엉망진창
rebuke	질책하다
pansori	판소리
interjection	얼쑤
quotation	인용
solution	용액
gold	황금
sidereal year	恒星年
white	白鼠
rabbi	랍비
massacre	학살
ureter	尿管
lust	음욕
lust	정욕
amen	아멘
tiptoe	발끝
notice	알아차리다
charge	돌격
girl	계집아이
girl	가시나
treasury	국고
treasure	보물
treasure	보배
public	공공
Chinese	짱깨
Southeast Asia	똥남아
Chinese	짱꼴라
Westerner	코쟁이
black	깜둥이
French	유럽짱깨
Taiwanese	섬짱깨
Asian	똥양인
white	백마
black	흑형
geomungo	거문고
split	쪼개다
crush	으스러뜨리다
phoneme	음소
hug	끌어안다
phonemic	음소문자
pinch	꼬집다
oil	潤滑油
negation	否定語
modifier	수식어
determiner	한정사
rice noodle	쌀국수
vomit	우웩
cry	엉엉
sob	흑흑
knock	노크하다
seal	인감
seal	인장
cooperate	협력하다
Persia	페르시아
admiration	존경
honor	영광
fame	유명
formaldehyde	포름알데히드
mind	심성
critic	비평가
soft	순두부
horsepower	마력
lonely	孤獨死
scar	흉터
haircut	머리하다
stalactite	종유석
stalagmite	석순
silently	묵묵히
toner	살결물
mannequin	마네킹
television	테레비
transitive verb	타동사
passive voice	수동태
active voice	능동태
route	항로
recess	휴게
eradicate	근절하다
furious	맹렬하다
dispute	분쟁
inoculate	접종하다
deck	갑판
warn	경고하다
object	기물
even if	-라도
comparative	비교급
superlative	최상급
change	변이하다
deformity	불구
midnight	심야
apostasy	배교
performance	연주
imperative mood	명령법
imperative mood	命令法
hangover	술병
raw	날것
dependence	의존증
poisoning	독살
harsh	惡評
strategy	병법
strategy	전략
tactics	전술
trick	책략
complainant	告訴人
loudspeaker	확성기
speaker	스피커
panic	공황
jungle	밀림
jungle	정글
volume	체적
sound	음량
edit	편집하다
authoritarianism	권위주의
density	밀도
totalitarianism	전체주의
patience	끈기
govern	통치하다
copy	모사
perjury	위증
detailed	상세하다
absence	부재
victim	희생자
life	희생
dryness	건조
dry	건조하다
talent	재주
instigate	부추기다
pickled	단무지
corps	군단
trunk	몸통
bust	흉상
company	중대
medical	의료
municipal	시립
solder	땜납
shy	부끄러워하다
humidity	습도
pickpocket	소매치기
deny	부인하다
crown prince	태자
crown prince	王太子
crown prince	왕태자
thanks	고마워
kana	카나
Hanyu Pinyin	한어 병음
black knight	흑기사
diligence	부지런
concept	콘셉트
graphic	그래픽
veteran	노병
old hand	베테랑
toaster	토스터
division	나눗셈
subtraction	뺄셈
multiplication	곱셈
topic	話頭
Sino-Vietnamese	漢越語
charity	자선
apartment	문화주택
Republic of South Africa	남아프리카공화국
Commonwealth of Virginia	버지니아 연방
Russian Federation	러시아 연방
Russian Federation	로씨야 련방
federation	련방
Commonwealth of Australia	오스트레일리아 련방
Union of South Africa	남아프리카 연방
Union of South Africa	남아프리카 련방
The Call of South Africa	남아프리카의 외침
Republic of South Africa	남아공
cry	외침
patriotic	애국가
passer-by	통행인
rear-view mirror	백미러
moving walkway	무빙워크
lemma	올림말
hamburger	고기겹빵
ice cream	얼음보숭이
television channel	텔레비죤 통로
television channel	텔레비전 채널
head	火頭
taxidermy	박제
significant	중대하다
archbishop	大主敎
viewfinder	파인더
small	딱다그르르딱다그르르하다
reduction	감소
unrefined	멋없다
flow	유량
marmot	마멋
conservatism	보수주의
liberalism	자유주의
lower house	하원
pointer	지시봉
eye	초롱초롱
Croatia	흐르바쯔까
parenthesis	괄호
awkward	난처하다
hyphen	하이픈
hyphen	붙임표
Holy Communion	領聖體
printing press	인쇄기
mathematician	수학자
mountain climbing	등반
Chinese	차이니스
insult	모욕하다
Latin	라틴
hapkido	합기도
mast	돛대
semicolon	쌍반점
semicolon	세미콜론
colon	콜론
rooster	수탉
熟鍊者	숙련자
expert	명인
resignation	사임
resignation	사직
joystick	조이스틱
watershed	분수령
display	디스플레이
rule	규약
hound	주구
democrat	民主主義者
must	-어야 하다
limit	한도
discuss	상의하다
hiking	하이킹
jump	점프
車	똥차
legalization	합법화
democrat	민주주의자
duty-free	免稅店
support	지지하다
satisfied	만족하다
association	협회
compromise	타협
folk song	민요
ballad	발라드
unmarried	총각
kimchi	총각김치
vial	藥瓶
欄干	난간
single-hearted	일심단결
결사	결사옹위
sermon	설교
tempo	템포
